method,nominal_coverage,dimension,slice_name,sample_count,empirical_coverage,coverage_error,mean_width_ugm3,median_width_ugm3,winkler_interval_score
conditional_seasonal_residual,0.9,Season,Monsoon,366,0.8934426229508197,-0.006557377049180357,43.757870505854896,43.50801463228845,58.05282994276567
conditional_seasonal_residual,0.9,Season,Post-Monsoon,183,0.9180327868852459,0.0180327868852459,101.2584932451687,103.19248295466977,121.36604741768878
conditional_seasonal_residual,0.9,Pollution_Regime,Low,245,0.9551020408163265,0.055102040816326525,43.75583086607068,43.50801463228845,51.236006474938854
conditional_seasonal_residual,0.9,Pollution_Regime,Moderate,330,0.8878787878787879,-0.012121212121212088,54.81567206326817,56.535583499769984,68.35164465597785
conditional_seasonal_residual,0.9,Pollution_Regime,High,330,0.8757575757575757,-0.024242424242424288,90.10728228994282,97.39051382616648,113.56991593447805
conditional_seasonal_residual,0.9,Pollution_Regime,Extreme,191,0.93717277486911,0.03717277486910997,102.96809821244675,103.1924829546698,111.72475928558993
conditional_seasonal_residual,0.9,Extreme_Subset,Extreme_Episodes_ge_150,398,0.9346733668341709,0.03467336683417088,102.5733258120048,103.19248295466977,117.29551044393648
conditional_seasonal_residual,0.95,Global,Overall_All_Folds,1096,0.9507299270072993,0.0007299270072993469,81.82052816620144,62.00218051990768,96.79677160219556
conditional_seasonal_residual,0.95,Year,2022,365,0.9342465753424658,-0.015753424657534154,82.1716129231329,62.00218051990768,97.83935566408195
conditional_seasonal_residual,0.95,Year,2023,365,0.9561643835616438,0.006164383561643838,82.17161292313288,62.00218051990768,96.8705003098519
conditional_seasonal_residual,0.95,Year,2024,366,0.9617486338797814,0.011748633879781423,81.12027714827806,63.12963314873733,95.68350886754227
conditional_seasonal_residual,0.95,Season,Winter,271,0.9704797047970479,0.02047970479704797,119.05414133414347,121.31693598527107,128.34400157061015
conditional_seasonal_residual,0.95,Season,Summer,276,0.9492753623188406,-0.0007246376811593791,62.37799806285089,62.00218051990768,78.15810459313347
conditional_seasonal_residual,0.95,Season,Monsoon,366,0.9371584699453552,-0.012841530054644723,51.857804019348244,50.667548185204765,68.36551049945767
conditional_seasonal_residual,0.95,Season,Post-Monsoon,183,0.9508196721311475,0.0008196721311475308,115.93083514850056,117.8438195384037,135.05258764953354
