feature_name,feature_group,dtype,missing_count,missing_rate,infinite_count,unique_count,variance,min,max,mean,median,standard_deviation,prediction_safe,source_module
wind_speed_kmh_roll_median_14d,wind_ventilation,float64,0,0.0,0,124,10.00185,8.7,22.3,15.537808,15.8,3.16257,True,ml.src.features
wind_speed_kmh_roll_max_14d,wind_ventilation,float64,0,0.0,0,52,21.607011,8.7,36.1,23.219452,23.2,4.648334,True,ml.src.features
wind_speed_kmh_roll_min_14d,wind_ventilation,float64,0,0.0,0,37,3.458967,6.4,15.2,9.931233,9.6,1.85983,True,ml.src.features
wind_speed_kmh_roll_std_14d,wind_ventilation,float64,0,0.0,0,363,1.413687,0.0,7.180101,3.845183,3.771641,1.188986,True,ml.src.features
wind_speed_kmh_roll_var_14d,wind_ventilation,float64,0,0.0,0,363,93.033698,0.0,51.553846,16.195248,14.225275,9.645398,True,ml.src.features
wind_speed_kmh_roll_mean_30d,wind_ventilation,float64,0,0.0,0,337,7.721607,8.7,22.3,15.818797,16.17,2.778778,True,ml.src.features
wind_speed_kmh_roll_median_30d,wind_ventilation,float64,0,0.0,0,111,8.645105,8.7,21.6,15.463288,15.7,2.940256,True,ml.src.features
wind_speed_kmh_roll_max_30d,wind_ventilation,float64,0,0.0,0,34,23.829296,8.7,36.1,25.228493,25.0,4.881526,True,ml.src.features
wind_speed_kmh_roll_min_30d,wind_ventilation,float64,0,0.0,0,17,0.936626,6.4,11.8,8.848767,8.9,0.967795,True,ml.src.features
wind_speed_kmh_roll_std_30d,wind_ventilation,float64,0,0.0,0,360,1.055302,0.0,6.374523,3.998952,3.814234,1.027279,True,ml.src.features
wind_speed_kmh_roll_var_30d,wind_ventilation,float64,0,0.0,0,360,68.755917,0.0,40.63454,17.044029,14.548379,8.291919,True,ml.src.features
