date,observed_pm25,predicted_pm25,residual,abs_error
2024-12-18,333.15,287.83148,-45.318512,45.318512
2024-12-19,292.22,307.36575,15.145752,15.145752
2024-12-20,366.69,293.1449,-73.545105,73.545105
2024-12-21,229.39,286.06003,56.67003,56.67003
2024-12-22,300.49,276.79587,-23.694122,23.694122
2024-12-23,250.22,290.22717,40.00717,40.00717
2024-12-24,272.65,290.9267,18.276703,18.276703
2024-12-25,232.04,296.14212,64.10213,64.10213
2024-12-26,268.11,298.84933,30.73935,30.73935
2024-12-27,292.67,299.37384,6.703827,6.703827
2024-12-28,232.77,301.88098,69.11098,69.11098
2024-12-29,242.44,287.92648,45.48648,45.48648
2024-12-30,368.27,286.39896,-81.87103,81.87103
2024-12-31,348.83,285.5675,-63.26248,63.26248
