date,group_a,group_b,effect_a,effect_b,effect_combined_ab,interaction_value,non_additive_flag
2024-03-21,wind_ventilation,meteorology,-0.1684226442142176,1.1098640331675966,1.0004895098892348,0.059048120935855763,False
2024-03-22,wind_ventilation,meteorology,-0.26080292485860923,1.3835609391168333,1.2304402536798023,0.10768223942157817,False
2024-03-23,wind_ventilation,meteorology,-0.24150346368885778,1.262807428285214,1.1289862040179202,0.10768223942156396,False
2024-03-24,wind_ventilation,meteorology,-0.2859625904452656,1.61846943856429,1.332506848118996,-2.842170943040401e-14,False
2024-03-25,wind_ventilation,meteorology,-0.020951470673935546,1.5659906127879282,1.6229694992568255,0.07793035714283292,False
2024-03-26,wind_ventilation,meteorology,0.13562809504547602,1.6216056770437746,1.861966927568119,0.10473315547886841,False
2024-03-27,wind_ventilation,meteorology,-0.13558784898302179,1.5468566400008115,1.4891991481606084,0.07793035714281871,False
2024-03-28,wind_ventilation,meteorology,-0.028441387794757134,1.74161104301686,1.79110001236495,0.07793035714284713,False
2024-03-29,wind_ventilation,meteorology,-0.05763623744688573,1.624070068316101,1.6105942600759278,0.04416042920671259,False
2024-03-30,wind_ventilation,meteorology,0.043846616740694344,1.7383573891557091,1.8263644351031303,0.0441604292067268,False
2024-03-31,wind_ventilation,meteorology,0.27897610079466517,1.7657413631248744,2.122647821062344,0.0779303571428045,False
2024-04-01,wind_ventilation,meteorology,0.23167128078206645,2.0462021327930557,2.3558037707179977,0.07793035714287555,False
2024-04-02,wind_ventilation,meteorology,0.21740169316653635,2.0436614006865597,2.2229886890911814,-0.03807440476191459,False
2024-04-03,wind_ventilation,meteorology,0.32381791863640785,2.097054689371191,2.3827982032456703,-0.038074404761928804,False
2024-04-04,wind_ventilation,meteorology,0.287023509943964,2.398508086002309,2.6474571911843867,-0.03807440476188617,False
2024-04-05,wind_ventilation,meteorology,1.4210854715202004e-14,2.0460953292648014,2.0460953292648014,-1.4210854715202004e-14,False
2024-04-06,wind_ventilation,meteorology,0.023487779119278684,1.8218600308198063,1.8453478099390566,-2.842170943040401e-14,False
2024-04-07,wind_ventilation,meteorology,0.19994860784227342,1.5149534283913795,1.7417048345697026,0.026802798336049705,False
2024-04-08,wind_ventilation,meteorology,4.263256414560601e-14,1.8776227485814019,1.8776227485813877,-5.684341886080802e-14,False
2024-04-09,wind_ventilation,meteorology,0.3978734558034347,1.875953329631301,2.2357523806727926,-0.038074404761943015,False
2024-04-10,wind_ventilation,meteorology,0.0500623947811647,2.029186917993286,2.0792493127744365,-1.4210854715202004e-14,False
2024-04-11,wind_ventilation,meteorology,0.031519385816821455,1.889912931065183,1.921432316881976,-2.842170943040401e-14,False
2024-04-12,wind_ventilation,meteorology,0.26974568554398104,1.9279873358270834,2.1596586166091356,-0.038074404761928804,False
2024-04-13,wind_ventilation,meteorology,0.26008805248027045,1.802701972757177,2.02471562047549,-0.038074404761957226,False
2024-04-14,wind_ventilation,meteorology,-0.08547461147310287,1.840394250774878,1.7549196393017468,-2.842170943040401e-14,False
2024-04-15,wind_ventilation,meteorology,-0.08547461147308866,1.9258429549644944,1.8403683434913631,-4.263256414560601e-14,False
2024-04-16,wind_ventilation,meteorology,-0.08547461147308866,1.9606454135319353,1.875170802058804,-4.263256414560601e-14,False
2024-04-17,wind_ventilation,meteorology,-0.1484393890613518,1.9811007347184244,1.83266134565703,-4.263256414560601e-14,False
2024-04-18,wind_ventilation,meteorology,0.16882233477942066,1.571078600383757,1.739900935163135,-4.263256414560601e-14,False
2024-04-19,wind_ventilation,meteorology,0.10763558219058211,1.9096287602459938,2.0440671407726114,0.026802798336035494,False
2024-04-20,wind_ventilation,meteorology,0.08423504166057683,2.0748822906555517,2.1591173323161286,0.0,False
2024-04-21,wind_ventilation,meteorology,0.060747262541340774,1.9064785615868658,1.967225824128164,-4.263256414560601e-14,False
2024-04-22,wind_ventilation,meteorology,0.21340855436304196,1.8929933122425098,2.0683274618436087,-0.038074404761943015,False
2024-04-23,wind_ventilation,meteorology,0.06074726254132656,1.9087818414237177,1.96952910396503,-1.4210854715202004e-14,False
2024-04-24,wind_ventilation,meteorology,0.012321190327227782,1.7288201536178889,1.8452789725111813,0.10413762856606468,False
2024-04-25,wind_ventilation,meteorology,-0.04842607221407036,1.728820153617903,1.7845317099698832,0.10413762856605047,False
2024-04-26,wind_ventilation,meteorology,0.35357586321084966,1.8710321869458681,2.186533645394775,-0.038074404761943015,False
2024-04-27,wind_ventilation,meteorology,0.11192727115627576,1.7055884090169684,1.9216533087392804,0.10413762856603626,False
2024-04-28,wind_ventilation,meteorology,0.25396813150150876,1.7829232392469692,2.0636941690845134,0.026802798336035494,False
2024-04-29,wind_ventilation,meteorology,0.01656557894129662,1.8329577821839393,1.8495233611252218,-1.4210854715202004e-14,False
2024-04-30,wind_ventilation,meteorology,0.060747262541340774,1.8329577821839536,1.893705044725266,-2.842170943040401e-14,False
2024-05-01,wind_ventilation,meteorology,0.08965602055724275,1.975557657353491,2.0920164762467834,0.026802798336049705,False
2024-05-02,wind_ventilation,meteorology,0.060747262541340774,2.006819350412897,2.067566612954195,-4.263256414560601e-14,False
2024-05-03,wind_ventilation,meteorology,0.08965602055724275,2.127204657189111,2.2436634760824035,0.026802798336049705,False
2024-05-04,wind_ventilation,meteorology,1.4210854715202004e-14,1.864750004359749,1.864750004359749,-1.4210854715202004e-14,False
2024-05-05,wind_ventilation,meteorology,0.028908758015973035,1.832854849873172,1.8885664062251664,0.026802798336021283,False
2024-05-06,wind_ventilation,meteorology,1.4210854715202004e-14,1.976968939058878,1.976968939058878,-1.4210854715202004e-14,False
2024-05-07,wind_ventilation,meteorology,2.842170943040401e-14,1.9312735663966123,1.9312735663966123,-2.842170943040401e-14,False
2024-05-08,wind_ventilation,meteorology,0.17646082872300894,1.5783330394454538,1.7815966665045124,0.026802798336049705,False
