trial_number,model_name,feature_set,val_mae,val_rmse,val_r2,params
48,Random Forest,set_b_plus_core_environment,28.7465,38.1678,0.7358,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 17, 'min_samples_leaf': 7, 'max_features_type': 'float', 'max_features_float': 0.6182865212805932}"
49,Random Forest,set_b_plus_core_environment,26.2836,34.9095,0.779,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_split': 19, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
0,XGBoost,set_b_plus_core_environment,28.6918,38.3751,0.7329,"{'n_estimators': 250, 'max_depth': 4, 'learning_rate': 0.032481928697702896, 'min_child_weight': 10, 'subsample': 0.6468055921327309, 'colsample_bytree': 0.5467983561008608, 'gamma': 0.11616722433639892, 'reg_alpha': 17.457346769723767, 'reg_lambda': 12.421185223120967}"
1,XGBoost,set_b_plus_core_environment,29.6005,40.0582,0.7089,"{'n_estimators': 400, 'max_depth': 2, 'learning_rate': 0.04763628595029446, 'min_child_weight': 13, 'subsample': 0.6637017332034828, 'colsample_bytree': 0.5545474901621302, 'gamma': 0.36680901970686763, 'reg_alpha': 6.780602616231217, 'reg_lambda': 10.97037220101252}"
2,XGBoost,set_b_plus_core_environment,27.6488,37.0034,0.7516,"{'n_estimators': 250, 'max_depth': 2, 'learning_rate': 0.02677113724214592, 'min_child_weight': 4, 'subsample': 0.6876433945605654, 'colsample_bytree': 0.6099085529881075, 'gamma': 0.9121399684340719, 'reg_alpha': 15.918343266467259, 'reg_lambda': 4.793801861008835}"
3,XGBoost,set_b_plus_core_environment,26.8135,35.6392,0.7696,"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.010776244716748864, 'min_child_weight': 10, 'subsample': 0.6511572371061874, 'colsample_bytree': 0.5195154778955838, 'gamma': 1.8977710745066665, 'reg_alpha': 19.347008628416628, 'reg_lambda': 16.35954961421276}"
4,XGBoost,set_b_plus_core_environment,28.5179,38.1077,0.7366,"{'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.030078651475264572, 'min_child_weight': 8, 'subsample': 0.6366114704534336, 'colsample_bytree': 0.6485530730333811, 'gamma': 0.06877704223043679, 'reg_alpha': 18.27708763949686, 'reg_lambda': 5.916819650400321}"
5,XGBoost,set_b_plus_core_environment,28.5724,38.0061,0.738,"{'n_estimators': 350, 'max_depth': 2, 'learning_rate': 0.023094679892576613, 'min_child_weight': 10, 'subsample': 0.6554563366576581, 'colsample_bytree': 0.7908753883293675, 'gamma': 1.550265646722229, 'reg_alpha': 18.850479889719594, 'reg_lambda': 18.001719658125328}"
6,XGBoost,set_b_plus_core_environment,27.9866,36.9755,0.752,"{'n_estimators': 350, 'max_depth': 4, 'learning_rate': 0.011530645080977573, 'min_child_weight': 5, 'subsample': 0.6135681866731614, 'colsample_bytree': 0.5975990992289794, 'gamma': 0.777354579378964, 'reg_alpha': 6.155631603704022, 'reg_lambda': 16.746012673886657}"
7,XGBoost,set_b_plus_core_environment,28.0328,37.3257,0.7473,"{'n_estimators': 250, 'max_depth': 2, 'learning_rate': 0.023951255499127366, 'min_child_weight': 4, 'subsample': 0.8406590942262119, 'colsample_bytree': 0.5223651931039313, 'gamma': 1.9737738732010346, 'reg_alpha': 15.67265061663649, 'reg_lambda': 4.775597949149276}"
8,XGBoost,set_b_plus_core_environment,27.3363,36.1412,0.7631,"{'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.03119407275183074, 'min_child_weight': 12, 'subsample': 0.8313811040057837, 'colsample_bytree': 0.5222133955202272, 'gamma': 0.7169314570885452, 'reg_alpha': 3.2015121309774646, 'reg_lambda': 17.398965091636278}"
9,XGBoost,set_b_plus_core_environment,27.4371,36.574,0.7574,"{'n_estimators': 350, 'max_depth': 2, 'learning_rate': 0.01107708224770985, 'min_child_weight': 7, 'subsample': 0.6975549966080241, 'colsample_bytree': 0.7188818535014192, 'gamma': 1.2751149427104262, 'reg_alpha': 17.857042108950203, 'reg_lambda': 9.972083578077036}"
10,XGBoost,set_b_plus_core_environment,29.2817,39.3651,0.7189,"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01604817008208883, 'min_child_weight': 15, 'subsample': 0.7696839272044209, 'colsample_bytree': 0.6927062497533367, 'gamma': 1.9220505805959132, 'reg_alpha': 12.408325309826655, 'reg_lambda': 14.476619292951337}"
11,XGBoost,set_b_plus_core_environment,27.7258,38.0906,0.7368,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.016226119608701572, 'min_child_weight': 12, 'subsample': 0.8919085548291839, 'colsample_bytree': 0.5062046705819191, 'gamma': 1.3712326804379038, 'reg_alpha': 1.532678134449199, 'reg_lambda': 19.969453772513074}"
12,XGBoost,set_b_plus_core_environment,28.2816,37.3228,0.7473,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.043391277442681016, 'min_child_weight': 11, 'subsample': 0.7514636297281572, 'colsample_bytree': 0.5724879828677802, 'gamma': 0.6952668609931654, 'reg_alpha': 10.044964394399784, 'reg_lambda': 15.592243161995782}"
13,XGBoost,set_b_plus_core_environment,26.8232,35.8189,0.7673,"{'n_estimators': 150, 'max_depth': 4, 'learning_rate': 0.01839030961019331, 'min_child_weight': 14, 'subsample': 0.8016526631353857, 'colsample_bytree': 0.507664848443163, 'gamma': 1.11098381032856, 'reg_alpha': 3.245746877891456, 'reg_lambda': 19.967723354431193}"
14,XGBoost,set_b_plus_core_environment,27.0444,36.0686,0.764,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.015352876322165114, 'min_child_weight': 15, 'subsample': 0.7498213054548603, 'colsample_bytree': 0.5063813908906701, 'gamma': 1.6477912955382994, 'reg_alpha': 12.298822278579127, 'reg_lambda': 18.95074010543001}"
15,XGBoost,set_b_plus_core_environment,29.5926,39.9647,0.7103,"{'n_estimators': 450, 'max_depth': 4, 'learning_rate': 0.01922610095326788, 'min_child_weight': 8, 'subsample': 0.7966412147102997, 'colsample_bytree': 0.5961428631062434, 'gamma': 1.0353721342473141, 'reg_alpha': 6.923043877292738, 'reg_lambda': 14.08001534958206}"
16,XGBoost,set_b_plus_core_environment,27.5096,38.1279,0.7363,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.0100291979085148, 'min_child_weight': 13, 'subsample': 0.6983955964405386, 'colsample_bytree': 0.5549099008551321, 'gamma': 1.6891103263513951, 'reg_alpha': 11.632701968838886, 'reg_lambda': 1.25040507323755}"
17,XGBoost,set_b_plus_core_environment,27.788,37.0713,0.7507,"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.013209071076489248, 'min_child_weight': 14, 'subsample': 0.7271913530232711, 'colsample_bytree': 0.6308299500716841, 'gamma': 1.254839653229935, 'reg_alpha': 8.63260038937818, 'reg_lambda': 19.9459723923989}"
18,XGBoost,set_b_plus_core_environment,28.0772,37.3485,0.747,"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.019456881399083085, 'min_child_weight': 9, 'subsample': 0.8524816099138738, 'colsample_bytree': 0.5387423794047936, 'gamma': 0.3694079289566624, 'reg_alpha': 2.953375485096285, 'reg_lambda': 16.099613715782507}"
19,XGBoost,set_b_plus_core_environment,27.4327,37.241,0.7484,"{'n_estimators': 150, 'max_depth': 4, 'learning_rate': 0.013125526542476475, 'min_child_weight': 6, 'subsample': 0.8896439035025501, 'colsample_bytree': 0.5015074691011469, 'gamma': 1.085154641092073, 'reg_alpha': 14.410268714050211, 'reg_lambda': 13.16867802944354}"
20,XGBoost,set_b_plus_core_environment,28.6897,38.8822,0.7258,"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.03986768442654287, 'min_child_weight': 11, 'subsample': 0.6045063634877061, 'colsample_bytree': 0.5720235478621212, 'gamma': 1.7977773483865958, 'reg_alpha': 5.09226858728919, 'reg_lambda': 8.68962634660114}"
21,XGBoost,set_b_plus_core_environment,27.0259,35.9478,0.7656,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.014919514747283842, 'min_child_weight': 15, 'subsample': 0.8100863499749383, 'colsample_bytree': 0.5034551006637312, 'gamma': 1.4695228231273538, 'reg_alpha': 13.006048122692231, 'reg_lambda': 18.12218044849889}"
22,XGBoost,set_b_plus_core_environment,27.1836,36.8689,0.7534,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.013444209339325351, 'min_child_weight': 14, 'subsample': 0.8037945683905952, 'colsample_bytree': 0.5296508889161202, 'gamma': 1.4012448893394986, 'reg_alpha': 19.951926741138497, 'reg_lambda': 17.984465869713407}"
23,XGBoost,set_b_plus_core_environment,28.1105,37.5313,0.7445,"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.019649875108266088, 'min_child_weight': 15, 'subsample': 0.7959434701601994, 'colsample_bytree': 0.5663897914242358, 'gamma': 1.539165390009734, 'reg_alpha': 9.762358359620732, 'reg_lambda': 15.457576259265597}"
24,XGBoost,set_b_plus_core_environment,27.3543,36.2029,0.7623,"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.016734359034931392, 'min_child_weight': 13, 'subsample': 0.8560742780192634, 'colsample_bytree': 0.503128571086641, 'gamma': 1.8337570729337465, 'reg_alpha': 14.635224134810574, 'reg_lambda': 18.472462897744453}"
25,XGBoost,set_b_plus_core_environment,27.1661,37.1714,0.7494,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.011660142749582905, 'min_child_weight': 14, 'subsample': 0.8150618488731013, 'colsample_bytree': 0.5276060766796217, 'gamma': 1.1322497460310186, 'reg_alpha': 13.498993070002673, 'reg_lambda': 16.933767741935146}"
26,XGBoost,set_b_plus_core_environment,27.5215,36.5035,0.7583,"{'n_estimators': 250, 'max_depth': 4, 'learning_rate': 0.013501217564856121, 'min_child_weight': 12, 'subsample': 0.7711469108043931, 'colsample_bytree': 0.5834924987146162, 'gamma': 1.5286994978553805, 'reg_alpha': 16.191401301207982, 'reg_lambda': 19.333578504622846}"
27,XGBoost,set_b_plus_core_environment,26.9162,36.3462,0.7604,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01019237981257271, 'min_child_weight': 10, 'subsample': 0.8736402837749326, 'colsample_bytree': 0.5430873114321951, 'gamma': 1.7251651861200235, 'reg_alpha': 8.313331660116804, 'reg_lambda': 14.852702043610048}"
28,XGBoost,set_b_plus_core_environment,28.444,37.651,0.7429,"{'n_estimators': 400, 'max_depth': 4, 'learning_rate': 0.010017592607301475, 'min_child_weight': 9, 'subsample': 0.8711824464848095, 'colsample_bytree': 0.6220636570497868, 'gamma': 1.7451074001497693, 'reg_alpha': 4.360008737694821, 'reg_lambda': 11.970825479139073}"
29,XGBoost,set_b_plus_core_environment,29.3858,39.5304,0.7166,"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.03704918807360527, 'min_child_weight': 10, 'subsample': 0.719124508274365, 'colsample_bytree': 0.5427731406172452, 'gamma': 0.3853019858056308, 'reg_alpha': 1.1966203404128315, 'reg_lambda': 14.45669392553903}"
30,XGBoost,set_b_plus_core_environment,27.0996,35.9705,0.7653,"{'n_estimators': 250, 'max_depth': 4, 'learning_rate': 0.011902852195720137, 'min_child_weight': 11, 'subsample': 0.8735076061329023, 'colsample_bytree': 0.5515620851633369, 'gamma': 1.8402610436100646, 'reg_alpha': 8.067056522939929, 'reg_lambda': 11.756339744113271}"
31,XGBoost,set_b_plus_core_environment,27.0231,35.9662,0.7654,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.015006900601290006, 'min_child_weight': 9, 'subsample': 0.8271420768642239, 'colsample_bytree': 0.5248060317997021, 'gamma': 1.9969933750988411, 'reg_alpha': 10.505880041462719, 'reg_lambda': 15.728200191496168}"
32,XGBoost,set_b_plus_core_environment,27.2062,36.248,0.7617,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.017880907525077597, 'min_child_weight': 9, 'subsample': 0.8347847948853441, 'colsample_bytree': 0.5389387770464535, 'gamma': 1.9948958352881787, 'reg_alpha': 10.834933254105259, 'reg_lambda': 13.216611435293093}"
33,XGBoost,set_b_plus_core_environment,28.6352,38.0708,0.7371,"{'n_estimators': 250, 'max_depth': 3, 'learning_rate': 0.02318966747720677, 'min_child_weight': 7, 'subsample': 0.8244241016911568, 'colsample_bytree': 0.553862267979192, 'gamma': 1.660593169330569, 'reg_alpha': 7.780180565508891, 'reg_lambda': 15.236552799006294}"
34,XGBoost,set_b_plus_core_environment,27.0663,36.486,0.7585,"{'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.01062794535444115, 'min_child_weight': 8, 'subsample': 0.8687548484134895, 'colsample_bytree': 0.5199915001176421, 'gamma': 1.8893697835568992, 'reg_alpha': 5.4203541098782395, 'reg_lambda': 16.534580137362298}"
35,XGBoost,set_b_plus_core_environment,28.4399,39.8897,0.7114,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.012384989953665942, 'min_child_weight': 10, 'subsample': 0.781301159511404, 'colsample_bytree': 0.5843567194626168, 'gamma': 0.5482268172268847, 'reg_alpha': 3.219999157652587, 'reg_lambda': 10.187087300076904}"
36,XGBoost,set_b_plus_core_environment,26.688,35.9901,0.7651,"{'n_estimators': 150, 'max_depth': 2, 'learning_rate': 0.014985632330381126, 'min_child_weight': 7, 'subsample': 0.6393461344714668, 'colsample_bytree': 0.5659625295742037, 'gamma': 1.736847859363066, 'reg_alpha': 16.747069415583738, 'reg_lambda': 13.532240949983695}"
37,XGBoost,set_b_plus_core_environment,27.6966,36.9255,0.7527,"{'n_estimators': 150, 'max_depth': 2, 'learning_rate': 0.02536193266273437, 'min_child_weight': 3, 'subsample': 0.634891839012767, 'colsample_bytree': 0.6508147219898004, 'gamma': 0.21312765070608275, 'reg_alpha': 17.02917774882633, 'reg_lambda': 13.823385487246789}"
38,XGBoost,set_b_plus_core_environment,28.0635,37.4323,0.7459,"{'n_estimators': 400, 'max_depth': 2, 'learning_rate': 0.020665509340250427, 'min_child_weight': 6, 'subsample': 0.6701596906840362, 'colsample_bytree': 0.5600647041807084, 'gamma': 0.8939292034847335, 'reg_alpha': 19.953422432166526, 'reg_lambda': 8.056029652852917}"
39,XGBoost,set_b_plus_core_environment,26.7937,36.1965,0.7624,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.02120757398859376, 'min_child_weight': 5, 'subsample': 0.6290210675664181, 'colsample_bytree': 0.6056553510841755, 'gamma': 1.602845543107512, 'reg_alpha': 19.008099739996943, 'reg_lambda': 12.916506838464604}"
40,XGBoost,set_b_plus_core_environment,26.9984,36.3961,0.7597,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.02125410667866781, 'min_child_weight': 5, 'subsample': 0.6267417195982379, 'colsample_bytree': 0.6570841477038368, 'gamma': 1.6183428909691528, 'reg_alpha': 19.2236287590843, 'reg_lambda': 11.053428360987745}"
41,XGBoost,set_b_plus_core_environment,26.7403,35.7111,0.7687,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.02711496646073268, 'min_child_weight': 4, 'subsample': 0.6623776991045869, 'colsample_bytree': 0.6142631071126685, 'gamma': 1.4045241159554638, 'reg_alpha': 17.65862306698984, 'reg_lambda': 12.721669228091248}"
42,XGBoost,set_b_plus_core_environment,26.7923,35.6224,0.7698,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.02838208476415351, 'min_child_weight': 3, 'subsample': 0.6549115371772305, 'colsample_bytree': 0.6058686906369822, 'gamma': 1.253218249757016, 'reg_alpha': 16.977988327658554, 'reg_lambda': 12.588902789102823}"
43,XGBoost,set_b_plus_core_environment,26.6323,35.403,0.7727,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.028762032782146917, 'min_child_weight': 3, 'subsample': 0.6517651448385596, 'colsample_bytree': 0.6131799632264012, 'gamma': 1.3640160013956457, 'reg_alpha': 17.067646935355064, 'reg_lambda': 12.74583348598516}"
44,XGBoost,set_b_plus_core_environment,26.8117,35.6869,0.769,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.028608029023700462, 'min_child_weight': 3, 'subsample': 0.6698205519780835, 'colsample_bytree': 0.6137188568735465, 'gamma': 1.2513817027115137, 'reg_alpha': 17.221345765418526, 'reg_lambda': 12.953004489666816}"
45,XGBoost,set_b_plus_core_environment,27.1874,36.0367,0.7645,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.03344111371561639, 'min_child_weight': 4, 'subsample': 0.6504527795951758, 'colsample_bytree': 0.666108355618063, 'gamma': 1.4079048308533089, 'reg_alpha': 18.462929747452336, 'reg_lambda': 11.189666757523362}"
46,XGBoost,set_b_plus_core_environment,26.8818,35.8053,0.7675,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.02710046975108375, 'min_child_weight': 4, 'subsample': 0.6245719174086216, 'colsample_bytree': 0.6362811199086876, 'gamma': 1.2972188197405763, 'reg_alpha': 15.961337971947863, 'reg_lambda': 10.030645817075012}"
47,XGBoost,set_b_plus_core_environment,26.8101,35.5019,0.7714,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.033718407497846034, 'min_child_weight': 5, 'subsample': 0.6831488017513992, 'colsample_bytree': 0.6016091036592208, 'gamma': 1.1906591228915278, 'reg_alpha': 17.82234025102904, 'reg_lambda': 12.432363923642365}"
48,XGBoost,set_b_plus_core_environment,27.5595,36.6675,0.7561,"{'n_estimators': 150, 'max_depth': 2, 'learning_rate': 0.03050474527514676, 'min_child_weight': 3, 'subsample': 0.6601391423439551, 'colsample_bytree': 0.6694208563508759, 'gamma': 1.0131272362000767, 'reg_alpha': 16.514879266945012, 'reg_lambda': 8.911098521386748}"
49,XGBoost,set_b_plus_core_environment,27.3444,36.4316,0.7593,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.0250346315882441, 'min_child_weight': 6, 'subsample': 0.6378645043350342, 'colsample_bytree': 0.7688270462386547, 'gamma': 1.3549791222096088, 'reg_alpha': 14.585494809841304, 'reg_lambda': 7.328440046687933}"
